timestamp,symbol,status,row_count,first_date,last_date,output_path,error,yf_symbol,first_snapshot_year,latest_snapshot_year,statuses,asset_types,sources,symbol_suffix_type,sic,ff12,ff_label,has_price_csv,first_date_parsed,last_date_parsed,sic_numeric,ff12_numeric,sector_known,sector_allowed,price_quality,is_delisted_status,is_runtime_symbol,passes_first_cut,passes_loose_cut
2026-05-03T03:44:29.032525+00:00,A,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/A.csv,,A,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3826.0,6.0,BusEq,True,2010-01-04,2026-05-01,3826.0,6.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:44:30.936021+00:00,AA,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AA.csv,,AA,2016,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3334.0,3.0,Manuf,True,2010-01-04,2026-05-01,3334.0,3.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:44:49.415044+00:00,AAME,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAME.csv,,AAME,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6311.0,11.0,Money,True,2010-01-04,2026-05-01,6311.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:44:50.440494+00:00,AAMI,success,2907,2014-10-09,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAMI.csv,,AAMI,2018,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6282.0,11.0,Money,True,2014-10-09,2026-05-01,6282.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:44:54.606424+00:00,AAOI,success,3168,2013-09-26,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAOI.csv,,AAOI,2013,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3674.0,6.0,BusEq,True,2013-09-26,2026-05-01,3674.0,6.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:44:55.606977+00:00,AAON,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAON.csv,,AAON,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3585.0,3.0,Manuf,True,2010-01-04,2026-05-01,3585.0,3.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:44:56.750062+00:00,AAP,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAP.csv,,AAP,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,5531.0,9.0,Shops,True,2010-01-04,2026-05-01,5531.0,9.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:44:59.181944+00:00,AAPL,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAPL.csv,,AAPL,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3571.0,6.0,BusEq,True,2010-01-04,2026-05-01,3571.0,6.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:01.916310+00:00,AAT,success,3847,2011-01-13,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAT.csv,,AAT,2011,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2011-01-13,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:45:07.608117+00:00,AB,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AB.csv,,AB,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6282.0,11.0,Money,True,2010-01-04,2026-05-01,6282.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:11.272484+00:00,ABBV,success,3353,2013-01-02,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABBV.csv,,ABBV,2013,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2013-01-02,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:45:12.368283+00:00,ABCB,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABCB.csv,,ABCB,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6022.0,11.0,Money,True,2010-01-04,2026-05-01,6022.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:14.663109+00:00,ABCL,success,1352,2020-12-11,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABCL.csv,,ABCL,2020,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2020-12-11,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:45:21.452402+00:00,ABEO,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABEO.csv,,ABEO,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2010-01-04,2026-05-01,2834.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:23.953456+00:00,ABEV,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABEV.csv,,ABEV,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2080.0,1.0,NoDur,True,2010-01-04,2026-05-01,2080.0,1.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:26.419718+00:00,ABG,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABG.csv,,ABG,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,5500.0,9.0,Shops,True,2010-01-04,2026-05-01,5500.0,9.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:36.740899+00:00,ABLV,success,913,2022-09-12,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABLV.csv,,ABLV,2022,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,5960.0,9.0,Shops,True,2022-09-12,2026-05-01,5960.0,9.0,True,True,usable_252_plus,False,True,True,True
2026-05-03T03:45:42.015540+00:00,ABOS,success,1214,2021-07-01,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABOS.csv,,ABOS,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2836.0,10.0,Hlth,True,2021-07-01,2026-05-01,2836.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:45:43.523867+00:00,ABR,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABR.csv,,ABR,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2010-01-04,2026-05-01,6798.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:48.910421+00:00,ABT,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABT.csv,,ABT,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2010-01-04,2026-05-01,2834.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:51.443646+00:00,ABTS,success,3033,2014-04-10,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABTS.csv,,ABTS,2014,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6199.0,11.0,Money,True,2014-04-10,2026-05-01,6199.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:45:54.279555+00:00,ABUS,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABUS.csv,,ABUS,2015,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2010-01-04,2026-05-01,2834.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:45:56.325371+00:00,ABVC,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABVC.csv,,ABVC,2011,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2010-01-04,2026-05-01,2834.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:46:00.005271+00:00,ACA,success,1881,2018-11-05,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACA.csv,,ACA,2018,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3440.0,3.0,Manuf,True,2018-11-05,2026-05-01,3440.0,3.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:46:09.199304+00:00,ACAD,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACAD.csv,,ACAD,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2010-01-04,2026-05-01,2834.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:46:29.075002+00:00,ACB,success,2968,2014-07-15,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACB.csv,,ACB,2010,2026,Active|Delisted,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2833.0,10.0,Hlth,True,2014-07-15,2026-05-01,2833.0,10.0,True,True,strong_1000_plus,True,True,True,True
2026-05-03T03:46:41.090133+00:00,ACCO,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACCO.csv,,ACCO,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2780.0,1.0,NoDur,True,2010-01-04,2026-05-01,2780.0,1.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:46:44.770804+00:00,ACDC,success,995,2022-05-13,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACDC.csv,,ACDC,2022,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,1389.0,4.0,Enrgy,True,2022-05-13,2026-05-01,1389.0,4.0,True,True,usable_252_plus,False,True,True,True
2026-05-03T03:46:53.279913+00:00,ACET,success,2077,2018-01-26,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACET.csv,,ACET,2018,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2018-01-26,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
