timestamp,symbol,status,row_count,first_date,last_date,output_path,error,yf_symbol,first_snapshot_year,latest_snapshot_year,statuses,asset_types,sources,symbol_suffix_type,sic,ff12,ff_label,has_price_csv,first_date_parsed,last_date_parsed,sic_numeric,ff12_numeric,sector_known,sector_allowed,price_quality,is_delisted_status,is_runtime_symbol,passes_first_cut,passes_loose_cut,sector_known_alias,non_stock_excluded,manual_quarantine,safe_backtest_symbol
2026-05-03T03:44:32.215330+00:00,AAAP,success,572,2015-11-11,2018-02-21,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AAAP.csv,,AAAP,2015,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2015-11-11,2018-02-21,,,False,False,usable_252_plus,True,False,False,False,False,False,False,False
2026-05-03T03:44:38.303495+00:00,AACC,success,868,2010-01-04,2013-06-14,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AACC.csv,,AACC,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2013-06-14,,,False,False,usable_252_plus,True,False,False,False,False,False,False,False
2026-05-03T03:45:08.732126+00:00,ABAX,success,2166,2010-01-04,2018-08-09,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABAX.csv,,ABAX,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-08-09,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:45:13.500897+00:00,ABCD,success,2260,2010-01-04,2018-12-27,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABCD.csv,,ABCD,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-12-27,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:45:31.743703+00:00,ABI,success,214,2025-06-26,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABI.csv,,ABI,2010,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2025-06-26,2026-05-01,,,False,False,short,False,False,False,False,False,False,False,False
2026-05-03T03:45:36.111834+00:00,ABLLW,success,1,2025-08-13,2025-08-13,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABLLW.csv,,ABLLW,2020,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2025-08-13,2025-08-13,,,False,False,single_row,False,False,False,False,False,False,False,False
2026-05-03T03:45:37.486148+00:00,ABLX,success,164,2017-10-20,2018-06-15,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABLX.csv,,ABLX,2017,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2017-10-20,2018-06-15,,,False,False,short,True,False,False,False,False,False,False,False
2026-05-03T03:45:55.289258+00:00,ABVA,success,667,2010-01-04,2012-12-21,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ABVA.csv,,ABVA,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2012-12-21,,,False,False,usable_252_plus,True,False,False,False,False,False,False,False
2026-05-03T03:46:57.657317+00:00,ACF,success,2028,2010-01-04,2018-04-06,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACF.csv,,ACF,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-04-06,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:46:58.661219+00:00,ACFC,success,2114,2010-01-04,2018-05-25,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACFC.csv,,ACFC,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-05-25,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:47:18.043196+00:00,ACII,success,151,2025-09-25,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACII.csv,,ACII,2021,2021,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2025-09-25,2026-05-01,,,False,False,short,False,False,False,False,False,False,False,False
2026-05-03T03:47:40.414386+00:00,ACOM,success,1201,2010-01-04,2014-10-14,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACOM.csv,,ACOM,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2014-10-14,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:48:00.890561+00:00,ACTA,success,2088,2010-01-04,2018-04-19,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACTA.csv,,ACTA,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-04-19,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:48:11.855830+00:00,ACTI,success,1,2016-01-27,2016-01-27,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACTI.csv,,ACTI,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2016-01-27,2016-01-27,,,False,False,single_row,True,False,False,False,False,False,False,False
2026-05-03T03:48:12.773480+00:00,ACTS,success,31,2026-03-19,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACTS.csv,,ACTS,2010,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2026-03-19,2026-05-01,,,False,False,very_short,False,False,False,False,False,False,False,False
2026-05-03T03:49:12.983032+00:00,ADPI,success,265,2016-11-22,2018-01-23,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADPI.csv,,ADPI,2012,2021,Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2016-11-22,2018-01-23,,,False,False,usable_252_plus,True,False,False,False,False,False,False,False
2026-05-03T03:49:26.576778+00:00,ADTHW,success,1,2025-11-25,2025-11-25,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADTHW.csv,,ADTHW,2021,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2025-11-25,2025-11-25,,,False,False,single_row,False,False,False,False,False,False,False,False
2026-05-03T03:49:41.688721+00:00,AEA,success,2000,2010-01-04,2018-01-30,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEA.csv,,AEA,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-01-30,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:49:49.809313+00:00,AEB,success,2945,2010-01-04,2021-09-14,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEB.csv,,AEB,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2021-09-14,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:50:00.460057+00:00,AEH,success,1,2019-10-23,2019-10-23,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEH.csv,,AEH,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2019-10-23,2019-10-23,,,False,False,single_row,True,False,False,False,False,False,False,False
2026-05-03T03:50:01.397262+00:00,AEH-CL,success,1,2019-12-13,2019-12-13,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEH-CL.csv,,AEH-CL,2019,2021,Delisted,Stock,alpha_vantage_listing_status,class_or_suffix,,,,True,2019-12-13,2019-12-13,,,False,False,single_row,True,False,False,False,False,False,False,False
2026-05-03T03:50:34.051524+00:00,AET,success,2244,2010-01-04,2018-11-29,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AET.csv,,AET,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-11-29,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:50:35.344141+00:00,AEUA,success,228,2017-07-13,2018-06-07,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEUA.csv,,AEUA,2015,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2017-07-13,2018-06-07,,,False,False,short,True,False,False,False,False,False,False,False
2026-05-03T03:50:37.186639+00:00,AEVAW,success,11,2026-03-06,2026-03-20,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AEVAW.csv,,AEVAW,2020,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,True,2026-03-06,2026-03-20,,,False,False,very_short,False,False,False,False,False,False,False,False
2026-05-03T03:50:44.830571+00:00,AFAM,success,2073,2010-01-04,2018-03-29,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AFAM.csv,,AFAM,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-04,2018-03-29,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:50:58.893627+00:00,AFCB,success,2197,2010-01-07,2018-09-28,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AFCB.csv,,AFCB,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2010-01-07,2018-09-28,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
2026-05-03T03:51:02.283340+00:00,AFFMQ,success,36,2019-04-15,2019-06-05,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AFFMQ.csv,,AFFMQ,2012,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2019-04-15,2019-06-05,,,False,False,very_short,True,False,False,False,False,False,False,False
2026-05-03T03:51:13.912307+00:00,AFM,success,1058,2017-12-06,2022-03-02,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AFM.csv,,AFM,2012,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,True,2017-12-06,2022-03-02,,,False,False,strong_1000_plus,True,False,False,False,False,False,False,False
