symbol,name,exchange,assetType,ipoDate,delistingDate,status
ACTI,ACTIVIDENTITY CORP,NASDAQ,Stock,1995-10-26,2011-02-17,Delisted
ACTV,LEADERSHARES(R) ACTIVIST LEADERS(R) ETF ,NYSE,ETF,2011-05-25,2013-11-18,Delisted
ACTX,GLOBAL X GURU ACTIVIST INDEX ETF INVESTOR HOLDINGS,NASDAQ,ETF,2015-04-29,2017-10-06,Delisted
ACW,Accuride Corp,NYSE,Stock,2010-03-03,2016-11-28,Delisted
ADCT,ADC TELECOMMUNICATIONS INC,NYSE,Stock,2001-01-02,2010-12-20,Delisted
ADEP,Adept Technology Inc,NASDAQ,Stock,1995-12-15,2015-10-26,Delisted
ADGE,American DG Energy Inc,NYSE,Stock,2007-12-27,2017-07-14,Delisted
ADGF,Adams Golf Inc,NASDAQ,Stock,1998-07-10,2012-06-11,Delisted
ADHD,Alcobra Ltd,NYSE,Stock,2013-05-22,2017-11-15,Delisted
ADK,AdCare Health Systems Inc,NYSE,Stock,2006-12-21,2017-10-02,Delisted
ADK-P-A,Adcare Health Systems Inc 10.875 Series A Cumulative Redeemable Preferred Stock no par value per share GA,NYSE MKT,Stock,2014-09-22,2017-09-29,Delisted
ADLR,Adolor Corp,NASDAQ,Stock,2000-11-14,2011-12-22,Delisted
ADNC,Audience Inc,NASDAQ,Stock,2012-05-11,2015-07-09,Delisted
ADNT-W,Adient plc When Issued,NYSE,Stock,2016-10-17,2016-10-28,Delisted
ADPI,American Dental Partners Inc,NASDAQ,Stock,2012-02-09,2012-02-28,Delisted
ADPT,Adeptus Health Inc,NYSE,Stock,2014-06-25,2017-04-20,Delisted
ADPTQ,Adeptus Health Inc,NYSE,Stock,2014-06-25,2017-11-01,Delisted
ADVNQ,ADVANTA CORP,NASDAQ,Stock,1990-01-02,2012-03-14,Delisted
ADVS,Advent Software Inc,NASDAQ,Stock,1995-11-16,2015-07-16,Delisted
ADY,Feihe International Inc,NYSE,Stock,2006-05-26,2013-10-17,Delisted
AEA,Advance America Cash Advance Centers Inc,NYSE,Stock,2005-08-26,2013-05-01,Delisted
AEGR,Aegerion Pharmaceuticals Inc,NASDAQ,Stock,2010-10-21,2016-12-07,Delisted
AEPI,AEP Industries,NASDAQ,Stock,2001-01-02,2017-01-30,Delisted
AES-P-C,AES Corporation The Class C Preferred Stock,NYSE,Stock,1991-06-26,2017-05-24,Delisted
AES-P-C-CL,AES Corporation The Class C Preferred Stock,NYSE,Stock,1991-06-26,2017-06-22,Delisted
AEZ,AMERICAN OIL & GAS INC,NYSE,Stock,2003-01-21,2010-12-30,Delisted
AF,Astoria Financial Corp,NYSE,Stock,1993-11-18,2017-10-02,Delisted
AF-P-C,Astoria Financial Corporation Depositary Shs Repstg 140th Int Perp Pfd Ser C 6.5,NYSE,Stock,1993-11-18,2017-09-29,Delisted
AFA,American Financial Group Inc,NYSE,Stock,2012-08-28,2017-08-24,Delisted
AFCO,American Farmland Company,NYSE,Stock,2015-10-20,2017-07-10,Delisted
AFFX,Affymetrix Inc,NASDAQ,Stock,2016-01-04,2016-04-01,Delisted
AFM,Affiliated Managers Group Inc 5250 Senior Notes Due 2022,NYSE,Stock,2012-10-16,2015-10-29,Delisted
AFOP,Alliance Fiber Optic Products Inc,NASDAQ,Stock,2000-11-30,2016-06-07,Delisted
AFQ,American Financial Group Inc. 7 Senior Notes due 2050,NYSE,Stock,2010-09-30,2015-10-07,Delisted
AFW,American Financial Group Inc,NYSE,Stock,2012-06-14,2017-06-23,Delisted
AFW-CL,American Financial Group Inc. 6 38 Senior Notes due 2042,NYSE,Stock,2017-05-30,2017-06-23,Delisted
AGAM,AGA Medical Holdings Inc,NASDAQ,Stock,2009-10-21,2010-11-29,Delisted
AGIXQ,ATHEROGENICS INC,NASDAQ,Stock,2000-08-09,2009-07-06,Delisted
AGLS,AdvisorShares Accuvest Mars Hill Global Relative Value ETF,NYSE ARCA,ETF,2010-07-09,2015-08-17,Delisted
AGNCP,American Capital Agency Corp,NASDAQ,Stock,2012-04-02,2017-09-18,Delisted
AGOL,ETFS Physical Asian Gold Shares ETF,NYSE ARCA,ETF,2011-01-14,2015-08-12,Delisted
AGP,Amerigroup Corp,NYSE,Stock,2006-12-28,2012-12-21,Delisted
AGU,Agrium Inc,NYSE,Stock,1995-05-05,2017-12-29,Delisted
AHL-P-B,Aspen Insurance Holdings Limited Perp Pref Shs Bermuda,NYSE,Stock,2003-12-05,2017-06-30,Delisted
AHL-P-B-CL,Aspen Insurance Holdings Limited Perp Pref Shs Bermuda,NYSE,Stock,2003-12-05,2017-06-30,Delisted
AHS,AMN Healthcare Services Inc,NYSE,Stock,2001-11-13,2016-10-26,Delisted
AHT-P-A,Ashford Hospitality Trust Inc 8.55 Cum Preferred Series A,NYSE,Stock,2014-09-22,2017-09-15,Delisted
AIII,ACRE Realty Investors Inc,NYSE,Stock,1997-12-10,2017-08-17,Delisted
AIQ,ALLIANCE HEALTHCARE SERVICES INC,NASDAQ,Stock,2001-07-27,2017-08-31,Delisted
AIRM,Air Methods Corp,NASDAQ,Stock,1987-08-31,2017-04-24,Delisted
AIXG,Aixtron SE,NASDAQ,Stock,2005-03-11,2017-07-18,Delisted
ALC,Assisted Living Concepts LLC,NYSE,Stock,2006-11-10,2013-10-17,Delisted
ALJ,Alon USA Energy Inc,NYSE,Stock,2005-07-28,2017-07-10,Delisted
ALNC,Alliance Financial Corp,NASDAQ,Stock,2006-12-28,2013-03-08,Delisted
ALP-P-O,Alabama Power Company Preferred Stock,NYSE,Stock,2014-09-22,2017-10-10,Delisted
ALR,Alere Inc,NYSE,Stock,1996-08-06,2017-10-19,Delisted
ALR-P-B,Alere Inc. Inverness Medical Innovations Inc. Series B Convertible Perpetual Preferred Stock,NYSE,Stock,1996-08-06,2017-11-03,Delisted
ALTI,Altair Nanotechnologies Inc,NASDAQ,Stock,1999-07-06,2016-11-17,Delisted
ALTR,Altera Corp,NASDAQ,Stock,1988-04-04,2017-10-31,Delisted
ALTUQ,Altus Pharmaceutical,NASDAQ,Stock,2010-01-04,2013-08-30,Delisted
ALTV,Alteva Inc,NYSE,Stock,1998-04-28,2015-12-21,Delisted
ALU,AlcatelLucent,NYSE,Stock,2006-11-30,2016-03-03,Delisted
ALXA,Alexza Pharmaceuticals Inc,NASDAQ,Stock,2016-01-04,2016-06-21,Delisted
ALY,Allis Chalmers Energy Inc,NYSE,Stock,2007-03-22,2011-02-23,Delisted
AMCC,Applied Micro Circuits Corp,NASDAQ,Stock,2001-01-02,2017-02-03,Delisted
AMFW,Amec Foster Wheeler plc,NYSE,Stock,2014-11-13,2017-10-09,Delisted
AMH-P-A,American Homes 4 Rent Participating Preferred Shares Series A,NYSE,Stock,2014-09-22,2017-10-02,Delisted
AMH-P-B,American Homes 4 Rent 5 Series B Participating Preferred Shares of Beneficial Interest,NYSE,Stock,2014-09-22,2017-10-02,Delisted
AMIC,American Independence Corp,NASDAQ,Stock,2016-01-04,2016-09-01,Delisted
AMIEQ,AMBASSADORS INTL INC,NASDAQ,Stock,2011-04-13,2016-04-01,Delisted
AMPS,ISHARES UTILITIES SECTOR BOND FUND,NYSE ARCA,ETF,2012-02-22,2015-08-21,Delisted
AMR1,AMR Corporation AAMRQ,NASDAQ,Stock,2006-12-28,2012-01-04,Delisted
AMRE,AmREIT Inc,NYSE,Stock,2012-07-27,2015-02-18,Delisted
AMRI,Albany Molecular Research Inc,NASDAQ,Stock,1999-02-04,2017-09-01,Delisted
AMSG,Amsurg Corp,NASDAQ,Stock,2016-01-04,2016-12-09,Delisted
AMSGP,Amsurg Corp 5.25 Mand Conv Pfd Ser A1,NASDAQ,Stock,2016-01-04,2016-12-09,Delisted
AMT-P-A,American Tower Corporation REIT Pfd Conv Ser A,NYSE,Stock,1998-02-27,2017-05-12,Delisted
AMTG,Apollo Residential Mortgage Inc,NYSE,Stock,2011-07-21,2016-09-08,Delisted
ANAC,Anacor Pharmaceuticals Inc,NASDAQ,Stock,2016-01-04,2016-06-27,Delisted
ANAD,ANADIGICS Inc,NASDAQ,Stock,2016-01-04,2016-03-16,Delisted
ANCI,American Caresource Holdings Inc,NASDAQ,Stock,2005-12-21,2015-09-17,Delisted
AND,GLOBAL X FTSE ANDEAN 40 ETF,NYSE ARCA,ETF,2011-02-03,2017-10-06,Delisted
ANN,Ann Inc,NYSE,Stock,1991-05-17,2015-08-31,Delisted
ANNB,Annapolis Bancorp Inc,NASDAQ,Stock,2006-12-22,2013-04-05,Delisted
ANRZQ,Alpha Natural Resources Inc,NYSE,Stock,2005-02-15,2016-07-27,Delisted
ANVGQ,Allied Nevada Gold Corp,NYSE,Stock,2015-03-10,2016-10-25,Delisted
AOGSQ,Aurora Oil & Gas CORP,NYSE,Stock,2009-05-11,2009-12-30,Delisted
AOL,AOL Inc,NYSE,Stock,2009-11-24,2015-06-22,Delisted
APAGF,Apco Oil and Gas International Inc,NASDAQ,Stock,1981-07-21,2015-01-28,Delisted
APD-W,Air Products and Chemicals Inc. ExDistribution When Issued,NYSE,Stock,2016-09-23,2016-09-30,Delisted
APFH,AdvancePierre Foods Holdings Inc,NYSE,Stock,2016-07-15,2017-06-08,Delisted
APIC,APIGEE CORP,NASDAQ,Stock,2016-01-04,2016-11-11,Delisted
APL,Atlas Pipeline Partners LP,NYSE,Stock,2000-01-28,2015-02-27,Delisted
APOL,Apollo Education Group Inc,NASDAQ,Stock,2016-01-04,2017-02-09,Delisted
ARCP,American Realty Capital Properties Inc,NASDAQ,Stock,2011-09-09,2015-07-30,Delisted
ARCPP,American Realty Capital Properties Inc Pfd Ser F,NASDAQ,Stock,2014-01-06,2015-07-30,Delisted
ARE-P-E-CL,Alexandria Real Estate Equities Inc. Pfd Ser E,NYSE,Stock,2017-03-14,2017-04-13,Delisted
ARG,Airgas Inc,NYSE,Stock,1986-12-22,2016-05-31,Delisted
ARH-P-C,Arch Capital Group Ltd. 6.75 PFD sh S C,NYSE,Stock,2014-09-22,2017-12-29,Delisted
ARI-P-A,Apollo Commercial Real Estate Finance Cumulative Redeemable Perpetual Preferred Stock Series A,NYSE,Stock,2009-09-24,2017-08-01,Delisted
ARIA,Ariad Pharmaceuticals Inc,NASDAQ,Stock,2001-01-02,2017-02-17,Delisted
ARMF,Ares MultiStrategy Credit Fund Inc Com,NYSE,ETF,2013-10-29,2015-08-28,Delisted
ARNC-P-B,Arconic Inc. Depository Shares Series 1,NYSE,Stock,2016-01-04,2017-09-29,Delisted
ARO,Aeropostale Inc,NYSE,Stock,2002-05-16,2016-04-21,Delisted
ARPI,American Residential Properties Inc,NYSE,Stock,2013-05-08,2016-03-08,Delisted
ARS,Aleris International Inc,NASDAQ,Stock,2006-12-19,2006-12-29,Delisted
ARSD,Arabian American Development Company,NYSE,Stock,2006-07-31,2014-06-17,Delisted
ART,Artio Global Investors Inc,NYSE,Stock,2009-09-24,2013-10-17,Delisted
ARU,Ares Capital Corp,NYSE,Stock,2012-10-08,2017-06-21,Delisted
ARU-CL,Ares Capital Corporation 5.875 Senior Notes due 2022,NYSE,Stock,2017-05-23,2017-06-20,Delisted
ARUN,Aruba Networks Inc,NASDAQ,Stock,2007-03-27,2015-05-18,Delisted
ARWA,Arowana Inc,NASDAQ,Stock,2015-05-27,2017-01-05,Delisted
ARWAR,Arowana Inc Rt,NASDAQ,Stock,2015-05-18,2017-01-05,Delisted
ARWAU,Arowana Inc Unit,NASDAQ,Stock,2015-05-01,2017-01-05,Delisted
ARWAW,Arowana Inc Wt Exp 4292022,NASDAQ,Stock,2015-05-18,2017-01-05,Delisted
ARX,Aeroflex Holding Corp,NYSE,Stock,2010-11-19,2014-09-12,Delisted
ARY,Ares Capital Corporation 7.75 Senior Notes due 2040,NYSE,Stock,2010-11-15,2015-09-28,Delisted
ASBB,ASB Bancorp Inc,NASDAQ,Stock,2011-10-12,2017-09-29,Delisted
ASBC,Associated Banc Corp,NASDAQ,Stock,1984-09-07,2014-12-22,Delisted
ASBI,Ameriana Bancorp,NASDAQ,Stock,1987-02-26,2015-12-31,Delisted
ASDR,VelocityShares Emerging Asia DR ETF,NASDAQ,ETF,2013-03-06,2014-11-14,Delisted
ASEI,American Science & Engineering Inc,NASDAQ,Stock,1984-09-06,2016-09-12,Delisted
ASFN,Atlantic Southern Financial Group Inc,NASDAQ,Stock,2011-01-31,2013-10-17,Delisted
ASH-W,Ashland Global Holdings Inc. ExDistribution When Issued,NYSE,Stock,1983-04-06,2017-05-12,Delisted
ASI,American Safety Insurance Holdings Ltd,NYSE,Stock,2006-12-28,2013-10-01,Delisted
ASIX-W,AdvanSix Inc. When Issued,NYSE,Stock,2016-09-15,2016-09-30,Delisted
ASMI,ASM International NV (ADR),NASDAQ,Stock,1984-09-07,2015-08-20,Delisted
ASPX,,NASDAQ,Stock,2014-02-05,2015-05-04,Delisted
AST-WS,AST.WS,NYSE MKT,Stock,2016-04-26,2017-09-26,Delisted
AST-WS-W,AST.WS.W,NYSE MKT,Stock,2016-04-08,2016-04-21,Delisted
ATB,Arlington Tankers Ltd,NYSE,Stock,1995-09-12,2009-12-24,Delisted
ATHL,Athlon Energy Inc,NYSE,Stock,2013-08-02,2014-11-13,Delisted
ATK,Alliant Techsystems Inc,NYSE,Stock,1990-10-03,2015-02-09,Delisted
ATML,Atmel Corp,NASDAQ,Stock,2016-01-04,2016-04-12,Delisted
ATN,Atlas Energy Resources LLC,NYSE,Stock,1993-04-27,2010-10-07,Delisted
ATNY,API Technologies Corp,NASDAQ,Stock,2016-01-04,2016-04-25,Delisted
ATTY,1800Attorney Inc,NASDAQ,Stock,2016-06-22,2017-07-03,Delisted
ATW,Atwood Oceanics Inc,NYSE,Stock,1984-09-07,2017-10-19,Delisted
ATX,Costa Inc,NASDAQ,Stock,2006-12-28,2014-01-31,Delisted
AUD,PIMCO AUSTRALIA BOND INDEX FUND,NYSE ARCA,ETF,2007-11-30,2014-09-26,Delisted
AUNZ,WISDOMTREE AUSTRALIA & NEW ZEALAND DEBT FUND NA,NYSE ARCA,ETF,2008-06-25,2017-03-30,Delisted
AUQ,AuRico Gold Inc,NYSE,Stock,2003-09-04,2015-07-02,Delisted
AUXL,Auxilium Pharmaceuticals Inc,NASDAQ,Stock,2004-07-26,2015-01-29,Delisted
AUXO,Auxilio Inc,NYSE,Stock,2012-07-24,2017-09-07,Delisted
AVIV,Aviv REIT Inc,NYSE,Stock,2013-03-21,2015-04-01,Delisted
AVL,Avalon Rare Metals Inc,NASDAQ,Stock,2009-01-08,2015-12-17,Delisted
AVNR,Avanir Pharmaceuticals Inc,NASDAQ,Stock,1990-05-08,2015-01-12,Delisted
AVNU,Avenue Financial Holdings Inc,NASDAQ,Stock,2016-01-04,2016-07-08,Delisted
AVOL,Avolon Holdings Ltd,NYSE,Stock,2014-12-12,2016-01-19,Delisted
AVV,Aviva Plc,NYSE,Stock,2011-11-25,2016-11-08,Delisted
AVV-CL,Aviva plc Subordinated Capital Securities due 2041,NYSE,Stock,2016-11-01,2016-12-07,Delisted
AVZAQ,Aviza Technology Inc,NASDAQ,Stock,2005-12-02,2013-10-17,Delisted
AWBCQ,AmericanWest Bancorporation,NASDAQ,Stock,2010-03-15,2013-10-08,Delisted
AWH,Allied World Assurance Company Holdings AG.,NYSE,Stock,2006-07-12,2017-08-28,Delisted
AWI-W,Armstrong World Industries Inc,NYSE,Stock,2016-03-17,2016-04-01,Delisted
AXAR,AR Capital Acquisition Corp,NASDAQ,Stock,2014-10-31,2017-10-06,Delisted
AXARU,AR Capital Acquisition Corp. Units,NASDAQ,Stock,2014-10-02,2017-09-27,Delisted
AXARW,AR Capital Acquisition Corp. Warrants,NASDAQ,Stock,2014-10-29,2017-09-27,Delisted
AXJS,ISHARES MSCI ALL COUNTRY ASIA EX JAPAN SMALL CAP INDEX FUND,NASDAQ,ETF,2012-02-03,2015-08-18,Delisted
AXLL,Axiall Corp,NYSE,Stock,2013-01-25,2016-09-08,Delisted
AXN,Aoxing Pharmaceutical Company Inc,NYSE,Stock,2006-08-23,2017-10-16,Delisted
AXS-P-C-CL,Axis Capital Holdings Limited Preferred Series C Bermuda,NYSE,Stock,2017-03-03,2017-04-13,Delisted
AYA,Amaya Inc,NASDAQ,Stock,2010-10-15,2017-09-18,Delisted
AYE,ALLEGHENY ENERGY INC,NYSE,Stock,2006-12-28,2011-11-30,Delisted
AZIA,GLOBAL X CENTRAL ASIA & MONGOLIA INDEX ETF,NYSE ARCA,ETF,2013-04-03,2015-10-08,Delisted
BABS,SPDRR NUVEEN BARCLAYS CAPITAL BUILD AMERICA BOND ETF,NYSE ARCA,ETF,2010-05-13,2016-09-01,Delisted
BABZ,PIMCO BUILD AMERICA BOND STRATEGY FUND,NYSE ARCA,ETF,2010-09-21,2014-09-26,Delisted
BAGL,Einstein Noah Restaurant Group Inc,NASDAQ,Stock,2007-06-08,2014-11-06,Delisted
BALT,Baltic Trading Ltd,NYSE,Stock,2010-03-10,2015-07-17,Delisted
BAMM,BooksAMillion Inc,NASDAQ,Stock,1992-11-04,2015-12-09,Delisted
BAR1,Direxion Daily Gold Bull 3X ETF,NYSE ARCA,ETF,2014-04-10,2015-06-19,Delisted
BARL,Morgan Stanley S&P 500 Oil Hedged ETN,NYSE ARCA,ETF,2012-05-10,2015-01-29,Delisted
BARS,Direxion Daily Gold Bear 3X Shares ETF,NYSE ARCA,ETF,2014-04-10,2014-12-26,Delisted
BATRR,BATRR,NASDAQ,Stock,2016-05-18,2016-06-17,Delisted
BATS,,BATS,Stock,2016-04-15,2017-03-08,Delisted
BBEPP,Breitburn Energy Partners LP,NASDAQ,Stock,2014-05-15,2016-06-01,Delisted
BBLUQ,Blue Earth Inc,NASDAQ,Stock,2016-01-04,2016-08-02,Delisted
BBNK,Bridge Capital Holdings,NASDAQ,Stock,2003-01-27,2015-06-30,Delisted
BCF,BlackRock Real Asset Trust,NYSE,Stock,2006-09-27,2014-12-10,Delisted
BCHP,PRINCIPAL FOCUSED BLUE CHIP ETF ,NYSE ARCA,ETF,2014-04-23,2015-10-30,Delisted
BCONQ,BP FLY Corp,NASDAQ,Stock,2011-11-10,2016-07-19,Delisted
BCR,C.R. Bard Inc,NYSE,Stock,1983-04-06,2017-12-29,Delisted
BCSB,BCSB Bancorp Inc,NASDAQ,Stock,2008-05-14,2014-02-11,Delisted
BDBD,Boulder Brands Inc,NASDAQ,Stock,2007-05-01,2016-01-19,Delisted
BDE,Black Diamond Inc,NASDAQ,Stock,1998-05-27,2017-08-11,Delisted
BDG,PowerShares DB Base Metals Long ETN,NYSE ARCA,ETF,2008-06-18,2017-07-14,Delisted
BDN-P-E-CL,Brandywine Realty Tr Pfd Shs Ben Int Ser E,NYSE,Stock,2017-03-13,2017-04-10,Delisted
BEAV,BE Aerospace Inc,NASDAQ,Stock,1990-04-25,2017-04-21,Delisted
BEE,Strategic Hotels and Resorts Inc,NYSE,Stock,2004-07-26,2015-12-11,Delisted
BGD,Morgan Stanley BRIDGES Dow Jones Industrial Average due 63009,NYSE MKT,Stock,2017-01-25,2017-02-01,Delisted
BGE-P-B,Bge Cap Trust II 6.20 Trust Preferred Securities,NYSE,Stock,2014-09-22,2017-08-25,Delisted
BHF1,,NASDAQ,Stock,2007-09-11,2015-12-29,Delisted
BHI,Baker Hughes Inc,NYSE,Stock,1987-04-06,2017-07-05,Delisted
BHL,BlackRock Defined Opportunity Credit Trust,NYSE,ETF,2008-02-12,2017-08-03,Delisted
BHS,BROOKFIELD HOMES CORP,NYSE,Stock,2003-01-07,2011-11-30,Delisted
BIDZ,Bidz.Com,NASDAQ,Stock,2012-11-13,2012-11-26,Delisted
BIE,BlackRock Municipal Bond Inv Common,NYSE,ETF,2002-04-26,2016-05-23,Delisted
BIGD,ROUNDHILL BIG DEFENSE ETF ,NYSE ARCA,ETF,2016-01-04,2017-08-08,Delisted
BIIBV,Biogen Inc,NASDAQ,Stock,2017-01-23,2017-02-09,Delisted
BIK,SPDRR S&PR BRIC 40 ETF,NYSE ARCA,ETF,2007-06-21,2016-09-01,Delisted
BINDQ,,NASDAQ,Stock,2016-01-04,2016-10-11,Delisted
BIOA-WS,Bioamber Inc,NYSE,Stock,2013-05-10,2017-05-12,Delisted
BIOP,Bioptix Inc,NASDAQ,Stock,2003-01-24,2017-10-18,Delisted
BIRT,Actuate Corp,NASDAQ,Stock,1998-07-17,2015-01-16,Delisted
BITE,THE RESTAURANT ETF,NASDAQ,ETF,2016-01-04,2016-12-30,Delisted
BITI,Biotie Therapies Corp,NASDAQ,Stock,2016-01-04,2016-06-13,Delisted
BJS,BJ SERVICES CO,NYSE,Stock,2006-12-28,2011-05-09,Delisted
BKFS,Black Knight Financial Services Inc,NYSE,Stock,2015-05-20,2017-09-29,Delisted
BKI,Buckeye Technologies Inc,NYSE,Stock,2001-01-02,2013-08-23,Delisted
BKW,Burger King Worldwide Inc,NYSE,Stock,2012-06-20,2014-12-12,Delisted
BKYF,The Bank of Kentucky Financial Corp,NASDAQ,Stock,1999-02-25,2015-06-19,Delisted
BLC,Belo Corp,NYSE,Stock,2006-12-28,2013-12-23,Delisted
BLT,Blount International Inc,NYSE,Stock,1999-08-19,2016-04-20,Delisted
BLUD,IMMUCOR INC,NASDAQ,Stock,2001-01-02,2011-08-18,Delisted
BLVD,Boulevard Acquisition Corp,NASDAQ,Stock,2014-09-25,2017-12-21,Delisted
BLVDU,Boulevard Acquisition Corp Unit 1 Com & 12 Wt Exp 2019,NASDAQ,Stock,2014-02-13,2017-12-21,Delisted
BLVDW,Boulevard Acquisition Corp Wt Exp 02192019,NASDAQ,Stock,2014-09-24,2017-12-21,Delisted
BMLA,BullMark LatAm Select Leaders ETF,NASDAQ,ETF,2016-05-19,2017-10-13,Delisted
BMR,Biomed Realty Trust Inc,NYSE,Stock,2004-08-06,2016-02-04,Delisted
BNK,C1 Financial Inc,NYSE,Stock,2014-08-13,2016-07-29,Delisted
BNNX,Banks.com Inc,NYSE,Stock,2007-11-27,2013-07-15,Delisted
BNNY,Annies Inc,NYSE,Stock,2012-03-28,2014-10-20,Delisted
BNV,Beverly National Corp,NYSE,Stock,2001-01-02,2009-11-19,Delisted
BOCA,Banc of California Inc,NYSE,Stock,2016-01-04,2016-03-21,Delisted
BOCA-CL,BOCA.CL,NYSE,Stock,2016-03-14,2016-04-14,Delisted
BODY,Body Central Corp,NASDAQ,Stock,2010-10-15,2016-09-22,Delisted
BOI,Brookfield Mortgage Opportunity Income,NYSE,ETF,2003-06-20,2016-12-12,Delisted
BOLT,Bolt Technology Corp,NASDAQ,Stock,1995-02-01,2014-11-18,Delisted
BONA,Bona Film Group Ltd ADR,NASDAQ,Stock,2010-12-08,2016-04-11,Delisted
BORL,BORLAND SOFTWARE CORP,NASDAQ,Stock,1990-01-02,2009-08-12,Delisted
BOXC,Brookfield Canada Office Properties,NYSE,Stock,2012-01-09,2017-06-30,Delisted
BPZ,BPZ Resources Inc,NYSE,Stock,2003-10-07,2015-03-02,Delisted
BPZRQ,BPZ Resources Inc,NYSE,Stock,2016-01-04,2016-03-03,Delisted
BRAF,GLOBAL X BRAZIL FINANCIALS ETF,NYSE ARCA,ETF,2010-07-29,2015-10-08,Delisted
BRAQ,GLOBAL X BRAZIL CONSUMER ETF,NYSE ARCA,ETF,2010-07-08,2017-10-06,Delisted
BRAZ,GLOBAL X BRAZIL ACTIVE ETF ,NYSE ARCA,ETF,2010-06-22,2017-10-06,Delisted
BRCD,Brocade Communications Systems Inc,NASDAQ,Stock,1999-05-25,2017-11-20,Delisted
BRCM,Broadcom Corp,NASDAQ,Stock,2016-01-04,2016-02-09,Delisted
BRDR,Borderfree Inc,NASDAQ,Stock,2014-03-21,2015-06-09,Delisted
BRKB,,NYSE,Stock,2017-09-08,2017-09-27,Delisted
BRL,BARR PHARMACEUTICALS INC,NYSE,Stock,2006-12-28,2008-12-22,Delisted
BRNC,Bronco Drilling Company Inc,NASDAQ,Stock,2005-08-16,2011-06-23,Delisted
BRY,,NYSE,Stock,2006-12-28,2013-12-16,Delisted
BRZS,DIREXION DAILY BRAZIL BEAR 3X SHARES,NYSE ARCA,ETF,2013-05-01,2014-10-01,Delisted
BSCF,GUGGENHEIM BULLETSHARES 2015 CORPORATE BOND ETF,NYSE ARCA,ETF,2010-06-07,2015-12-30,Delisted
BSCG,GUGGENHEIM BULLETSHARES 2016 CORPORATE BOND ETF,NYSE ARCA,ETF,2010-06-07,2017-01-06,Delisted
BSCH,GUGGENHEIM BULLETSHARES 2017 CORPORATE BOND ETF,NYSE ARCA,ETF,2010-06-07,2017-12-28,Delisted
